,Date,Rented Bike Count,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
5117,18,28,5,20.7,97,0.3,2000,20.2,0.0,0.5,0.0,2,1,1
5118,18,40,6,20.7,97,0.3,1262,20.2,0.0,1.0,0.0,2,1,1
5119,18,126,7,20.7,97,0.4,1801,20.2,0.0,0.5,0.0,2,1,1
5120,18,104,8,20.8,96,0.4,1627,20.1,0.11,1.5,0.0,2,1,1
5121,18,128,9,21.0,97,1.3,825,20.4,0.14,3.0,0.0,2,1,1
5122,18,27,10,21.4,97,0.6,563,20.8,0.27,1.0,0.0,2,1,1
5123,18,153,11,21.7,97,0.5,591,21.1,0.25,8.0,0.0,2,1,1
5124,18,218,12,22.4,97,1.0,945,21.8,0.46,0.0,0.0,2,1,1
5125,18,304,13,22.6,97,0.6,367,22.0,0.3,0.5,0.0,2,1,1
5126,18,381,14,23.3,96,0.3,434,22.6,0.53,0.0,0.0,2,1,1
5127,18,619,15,24.2,93,1.0,590,22.9,0.78,0.0,0.0,2,1,1
5128,18,839,16,25.2,87,0.9,601,22.8,0.88,0.0,0.0,2,1,1
5129,18,861,17,25.3,87,0.6,751,22.9,0.49,0.0,0.0,2,1,1
5130,18,832,18,24.9,87,1.9,1742,22.5,0.25,0.0,0.0,2,1,1
5131,18,44,19,24.1,93,2.1,1118,22.8,0.23,1.5,0.0,2,1,1
5132,18,61,20,23.5,97,0.1,1814,22.9,0.04,24.0,0.0,2,1,1
5133,18,72,21,23.4,98,0.4,1038,23.0,0.0,1.0,0.0,2,1,1
5134,18,83,22,23.4,98,0.3,585,23.0,0.0,2.5,0.0,2,1,1
5135,18,168,23,23.4,98,0.3,662,23.0,0.0,0.5,0.0,2,1,1
5136,30,349,0,23.2,98,0.2,927,22.8,0.0,0.5,0.0,2,1,1
5137,30,407,1,23.1,98,0.0,958,22.7,0.0,0.0,0.0,2,1,1
5138,30,354,2,23.0,98,0.1,1026,22.6,0.0,0.0,0.0,2,1,1
5139,30,233,3,22.8,98,0.0,1734,22.4,0.0,0.0,0.0,2,1,1
5140,30,149,4,22.7,97,0.2,1808,22.1,0.0,0.0,0.0,2,1,1
5141,30,224,5,22.6,97,0.0,1383,22.0,0.0,0.0,0.0,2,1,1
5142,30,600,6,22.6,95,0.1,1937,21.7,0.05,0.0,0.0,2,1,1
5143,30,1308,7,23.5,86,0.2,1908,21.0,0.38,0.0,0.0,2,1,1
5144,30,2135,8,24.3,83,0.5,1986,21.2,0.53,0.0,0.0,2,1,1
5145,30,1156,9,25.7,76,0.8,1920,21.1,1.11,0.0,0.0,2,1,1
5146,30,818,10,27.6,71,1.6,1870,21.8,2.14,0.0,0.0,2,1,1
5147,30,906,11,29.2,66,1.4,1953,22.1,2.72,0.0,0.0,2,1,1
5148,30,944,12,30.1,64,1.2,2000,22.5,2.54,0.0,0.0,2,1,1
5149,30,994,13,31.2,54,1.3,1961,20.7,3.11,0.0,0.0,2,1,1
5150,30,1001,14,31.0,56,1.5,2000,21.1,1.47,0.0,0.0,2,1,1
5151,30,1069,15,32.0,54,1.2,1962,21.5,2.99,0.0,0.0,2,1,1
5152,30,1325,16,31.3,52,1.2,2000,20.2,1.63,0.0,0.0,2,1,1
5153,30,1783,17,32.4,50,2.2,2000,20.6,1.92,0.0,0.0,2,1,1
5154,30,2965,18,32.2,57,1.8,1880,22.5,1.53,0.0,0.0,2,1,1
5155,30,2598,19,30.4,62,0.9,2000,22.2,0.65,0.1,0.0,2,1,1
5156,30,2398,20,28.8,72,0.9,2000,23.2,0.11,0.0,0.0,2,1,1
5157,30,2264,21,27.8,72,0.6,2000,22.2,0.0,0.0,0.0,2,1,1
5158,30,1948,22,26.9,78,0.6,1806,22.7,0.0,0.0,0.0,2,1,1
5159,30,1365,23,26.4,78,0.3,2000,22.2,0.0,0.0,0.0,2,1,1
5160,42,971,0,25.9,79,0.3,2000,21.9,0.0,0.0,0.0,2,1,1
5161,42,796,1,25.4,79,1.0,2000,21.4,0.0,0.0,0.0,2,1,1
5162,42,555,2,25.1,82,0.2,2000,21.8,0.0,0.0,0.0,2,1,1
5163,42,372,3,24.9,83,0.2,1857,21.8,0.0,0.0,0.0,2,1,1
5164,42,234,4,24.7,82,0.3,2000,21.4,0.0,0.0,0.0,2,1,1
5165,42,316,5,24.2,86,0.2,2000,21.7,0.0,0.0,0.0,2,1,1
5166,42,747,6,24.0,84,0.1,1969,21.1,0.05,0.0,0.0,2,1,1
5167,42,1450,7,24.6,78,0.5,2000,20.5,0.33,0.0,0.0,2,1,1
5168,42,2215,8,26.4,64,0.5,1909,19.0,1.33,0.0,0.0,2,1,1
5169,42,1191,9,27.4,68,0.5,1941,20.9,1.31,0.0,0.0,2,1,1
5170,42,831,10,28.5,65,1.5,1519,21.2,1.74,0.0,0.0,2,1,1
5171,42,941,11,30.0,60,2.3,1861,21.3,2.61,0.0,0.0,2,1,1
5172,42,1021,12,30.5,58,2.5,1741,21.2,2.26,0.0,0.0,2,1,1
5173,42,1007,13,31.0,60,2.6,1657,22.3,2.75,0.0,0.0,2,1,1
5174,42,1005,14,31.3,58,3.0,1479,22.0,2.46,0.0,0.0,2,1,1
5175,42,1038,15,31.1,57,3.7,1912,21.5,2.03,0.0,0.0,2,1,1
5176,42,1306,16,31.6,57,2.7,1882,22.0,2.19,0.0,0.0,2,1,1
5177,42,1856,17,31.2,56,3.4,1943,21.3,1.82,0.0,0.0,2,1,1
5178,42,3080,18,30.0,60,2.5,1933,21.3,0.99,0.0,0.0,2,1,1
5179,42,2637,19,28.2,64,2.8,1978,20.7,0.5,0.0,0.0,2,1,1
5180,42,2415,20,27.1,67,2.9,1949,20.4,0.06,0.0,0.0,2,1,1
5181,42,2274,21,26.2,70,2.2,1908,20.2,0.0,0.0,0.0,2,1,1
5182,42,2091,22,25.1,73,2.5,1808,19.9,0.0,0.0,0.0,2,1,1
5183,42,1432,23,24.7,74,1.4,1596,19.7,0.0,0.0,0.0,2,1,1
5184,54,1078,0,24.2,77,1.8,1365,19.9,0.0,0.0,0.0,2,1,1
5185,54,846,1,23.9,79,1.7,1121,20.0,0.0,0.0,0.0,2,1,1
5186,54,568,2,23.6,80,1.5,879,19.9,0.0,0.0,0.0,2,1,1
5187,54,376,3,23.5,81,0.9,878,20.0,0.0,0.0,0.0,2,1,1
5188,54,267,4,23.5,80,0.4,924,19.8,0.0,0.0,0.0,2,1,1
5189,54,326,5,23.5,80,0.3,838,19.8,0.0,0.0,0.0,2,1,1
5190,54,438,6,23.5,80,0.3,768,19.8,0.0,0.0,0.0,2,1,1
5191,54,828,7,23.5,90,0.5,445,21.7,0.05,0.5,0.0,2,1,1
5192,54,1836,8,23.6,93,0.9,308,22.3,0.21,0.0,0.0,2,1,1
5193,54,1112,9,24.2,84,0.9,632,21.3,0.49,0.0,0.0,2,1,1
5194,54,827,10,25.6,75,1.1,1028,20.8,1.22,0.0,0.0,2,1,1
5195,54,890,11,26.3,71,1.1,1340,20.6,0.86,0.0,0.0,2,1,1
5196,54,996,12,27.0,68,1.1,1744,20.5,1.2,0.0,0.0,2,1,1
5197,54,929,13,28.1,67,1.1,1772,21.3,1.43,0.0,0.0,2,1,1
5198,54,933,14,28.3,67,3.0,1242,21.5,1.73,0.0,0.0,2,1,1
5199,54,1011,15,28.8,66,0.9,1806,21.8,1.55,0.0,0.0,2,1,1
5200,54,1105,16,28.2,71,1.7,2000,22.4,0.96,0.0,0.0,2,1,1
5201,54,1381,17,27.3,76,0.9,1971,22.6,0.52,0.0,0.0,2,1,1
5202,54,2594,18,26.8,71,1.2,2000,21.0,0.21,0.0,0.0,2,1,1
5203,54,2309,19,26.7,69,1.4,2000,20.5,0.36,0.0,0.0,2,1,1
5204,54,2122,20,25.8,68,1.4,2000,19.4,0.09,0.0,0.0,2,1,1
5205,54,2063,21,25.2,67,1.5,2000,18.6,0.0,0.0,0.0,2,1,1
5206,54,1941,22,24.4,67,1.6,2000,17.8,0.0,0.0,0.0,2,1,1
5207,54,1406,23,23.9,66,1.5,2000,17.1,0.0,0.0,0.0,2,1,1
5208,66,1075,0,23.5,65,1.9,2000,16.5,0.0,0.0,0.0,2,1,1
5209,66,839,1,23.1,66,1.6,2000,16.3,0.0,0.0,0.0,2,1,1
5210,66,558,2,22.8,65,1.8,2000,15.8,0.0,0.0,0.0,2,1,1
5211,66,403,3,22.6,66,1.5,2000,15.9,0.0,0.0,0.0,2,1,1
5212,66,273,4,22.6,66,0.9,2000,15.9,0.0,0.0,0.0,2,1,1
5213,66,311,5,22.5,66,1.5,2000,15.8,0.0,0.0,0.0,2,1,1
5214,66,723,6,22.4,65,1.6,2000,15.4,0.01,0.0,0.0,2,1,1
5215,66,1449,7,22.6,63,1.3,2000,15.1,0.21,0.0,0.0,2,1,1
5216,66,2273,8,23.2,60,1.7,2000,14.9,0.58,0.0,0.0,2,1,1
5217,66,1318,9,23.3,61,1.7,2000,15.3,0.8,0.0,0.0,2,1,1
5218,66,998,10,23.7,59,1.7,2000,15.2,0.89,0.0,0.0,2,1,1
5219,66,1024,11,23.9,59,2.1,2000,15.3,1.08,0.0,0.0,2,1,1
5220,66,1216,12,25.7,57,1.9,2000,16.5,2.32,0.0,0.0,2,1,1
5221,66,1210,13,26.2,53,2.1,2000,15.8,2.23,0.0,0.0,2,1,1
5222,66,1209,14,27.0,52,2.1,2000,16.2,2.51,0.0,0.0,2,1,1
5223,66,1346,15,26.9,51,2.0,2000,15.9,1.95,0.0,0.0,2,1,1
5224,66,1635,16,26.6,54,2.3,2000,16.5,1.24,0.0,0.0,2,1,1
5225,66,2282,17,26.6,52,2.2,2000,15.9,1.02,0.0,0.0,2,1,1
5226,66,3196,18,25.9,52,2.1,2000,15.2,0.57,0.0,0.0,2,1,1
5227,66,2557,19,25.0,52,2.2,2000,14.4,0.37,0.0,0.0,2,1,1
5228,66,2223,20,23.8,55,2.3,2000,14.2,0.05,0.0,0.0,2,1,1
5229,66,2183,21,23.1,54,2.1,2000,13.2,0.0,0.0,0.0,2,1,1
5230,66,1917,22,22.5,54,2.1,2000,12.7,0.0,0.0,0.0,2,1,1
5231,66,1458,23,22.0,55,1.7,2000,12.5,0.0,0.0,0.0,2,1,1
5232,78,1191,0,21.5,56,1.8,2000,12.3,0.0,0.0,0.0,2,1,1
5233,78,1079,1,21.1,57,2.0,2000,12.2,0.0,0.0,0.0,2,1,1
5234,78,760,2,20.7,58,1.5,2000,12.1,0.0,0.0,0.0,2,1,1
5235,78,545,3,20.4,59,1.0,2000,12.1,0.0,0.0,0.0,2,1,1
5236,78,331,4,20.0,63,1.8,2000,12.7,0.0,0.0,0.0,2,1,1
5237,78,273,5,19.8,63,1.4,2000,12.5,0.0,0.0,0.0,2,1,1
5238,78,396,6,19.5,61,1.5,2000,11.7,0.03,0.0,0.0,2,1,1
5239,78,567,7,19.6,57,1.6,2000,10.8,0.42,0.0,0.0,2,1,1
5240,78,832,8,21.2,52,1.6,1998,10.9,1.2,0.0,0.0,2,1,1
5241,78,1009,9,22.6,51,1.7,2000,11.9,1.87,0.0,0.0,2,1,1
5242,78,1050,10,24.0,49,1.7,2000,12.6,2.48,0.0,0.0,2,1,1
5243,78,1129,11,25.0,48,1.5,1986,13.2,2.95,0.0,0.0,2,1,1
5244,78,1328,12,26.4,47,1.7,2000,14.1,3.26,0.0,0.0,2,1,1
5245,78,1399,13,27.5,43,2.0,2000,13.7,3.41,0.0,0.0,2,1,1
5246,78,1430,14,28.3,43,1.6,1941,14.5,3.33,0.0,0.0,2,1,1
5247,78,1579,15,28.7,42,1.3,2000,14.5,2.98,0.0,0.0,2,1,1
5248,78,1764,16,28.9,44,1.6,1998,15.4,2.2,0.0,0.0,2,1,1
5249,78,2020,17,28.9,45,1.4,2000,15.7,1.89,0.0,0.0,2,1,1
5250,78,2238,18,27.8,48,1.2,2000,15.7,0.91,0.0,0.0,2,1,1
5251,78,2352,19,26.1,51,1.4,2000,15.1,0.32,0.0,0.0,2,1,1
5252,78,2232,20,24.6,51,1.7,2000,13.7,0.07,0.0,0.0,2,1,1
5253,78,2235,21,23.4,52,1.4,2000,12.9,0.0,0.0,0.0,2,1,1
5254,78,1921,22,22.6,51,1.7,2000,11.9,0.0,0.0,0.0,2,1,1
5255,78,1416,23,21.7,51,1.7,2000,11.1,0.0,0.0,0.0,2,1,1
5256,90,1208,0,20.7,51,1.7,2000,10.1,0.0,0.0,0.0,2,1,1
5257,90,946,1,19.9,52,1.6,2000,9.7,0.0,0.0,0.0,2,1,1
5258,90,648,2,19.3,54,1.4,2000,9.7,0.0,0.0,0.0,2,1,1
5259,90,460,3,18.8,56,1.2,2000,9.8,0.0,0.0,0.0,2,1,1
5260,90,277,4,18.4,57,1.1,2000,9.7,0.0,0.0,0.0,2,1,1
5261,90,253,5,18.1,57,1.4,2000,9.4,0.0,0.0,0.0,2,1,1
5262,90,267,6,17.8,58,1.1,2000,9.4,0.04,0.0,0.0,2,1,1
5263,90,410,7,18.2,54,1.2,2000,8.7,0.42,0.0,0.0,2,1,1
5264,90,684,8,19.1,53,1.7,1952,9.2,0.8,0.0,0.0,2,1,1
5265,90,787,9,20.8,51,1.5,1973,10.2,1.65,0.0,0.0,2,1,1
5266,90,867,10,22.5,48,1.6,1940,10.9,2.33,0.0,0.0,2,1,1
5267,90,1053,11,23.8,47,2.1,2000,11.8,2.59,0.0,0.0,2,1,1
5268,90,1237,12,25.0,46,1.9,1943,12.5,2.93,0.0,0.0,2,1,1
5269,90,1442,13,26.1,45,1.8,2000,13.2,3.33,0.0,0.0,2,1,1
5270,90,1517,14,27.1,41,1.4,1941,12.7,3.24,0.0,0.0,2,1,1
5271,90,1693,15,27.6,37,1.9,2000,11.5,2.58,0.0,0.0,2,1,1
5272,90,2070,16,27.9,39,1.2,2000,12.6,2.16,0.0,0.0,2,1,1
5273,90,2266,17,27.4,44,1.7,2000,14.0,1.17,0.0,0.0,2,1,1
5274,90,2351,18,26.7,48,1.0,2000,14.7,0.53,0.0,0.0,2,1,1
5275,90,2272,19,26.3,51,1.7,2000,15.3,0.18,0.0,0.0,2,1,1
5276,90,2348,20,25.7,53,1.3,2000,15.3,0.03,0.0,0.0,2,1,1
5277,90,2055,21,25.3,55,1.4,2000,15.6,0.0,0.0,0.0,2,1,1
5278,90,1717,22,25.0,57,1.0,2000,15.8,0.0,0.0,0.0,2,1,1
5279,90,1252,23,24.6,60,2.6,2000,16.3,0.0,0.0,0.0,2,1,1
5280,102,900,0,24.2,61,1.7,2000,16.1,0.0,0.0,0.0,2,1,1
5281,102,554,1,23.7,64,0.8,2000,16.4,0.0,0.0,0.0,2,1,1
5282,102,387,2,22.7,63,0.9,2000,15.2,0.0,0.0,0.0,2,1,1
5283,102,285,3,21.9,63,1.3,2000,14.5,0.0,0.0,0.0,2,1,1
5284,102,206,4,21.4,63,1.5,2000,14.0,0.0,0.0,0.0,2,1,1
5285,102,301,5,21.1,64,1.5,2000,14.0,0.0,0.0,0.0,2,1,1
5286,102,486,6,21.0,64,1.0,2000,13.9,0.03,0.0,0.0,2,1,1
5287,102,451,7,20.9,66,1.4,2000,14.3,0.1,0.0,0.0,2,1,1
5288,102,670,8,20.7,73,0.8,2000,15.6,0.3,0.2,0.0,2,1,1
5289,102,575,9,21.1,72,1.0,1982,15.8,0.52,0.0,0.0,2,1,1
5290,102,217,10,21.1,73,1.2,1957,16.0,0.4,0.0,0.0,2,1,1
5291,102,186,11,20.6,82,1.0,2000,17.4,0.29,0.3,0.0,2,1,1
5292,102,71,12,20.7,83,0.6,1244,17.7,0.32,0.0,0.0,2,1,1
5293,102,99,13,20.3,87,1.0,771,18.0,0.31,0.5,0.0,2,1,1
5294,102,110,14,20.2,89,1.0,1854,18.3,0.27,0.5,0.0,2,1,1
5295,102,59,15,20.3,90,0.9,1356,18.5,0.34,0.0,0.0,2,1,1
5296,102,68,16,20.2,91,1.2,1637,18.6,0.42,1.0,0.0,2,1,1
5297,102,104,17,20.3,93,1.4,1684,19.1,0.32,1.0,0.0,2,1,1
5298,102,140,18,20.3,93,1.3,1832,19.1,0.22,0.5,0.0,2,1,1
5299,102,68,19,20.4,94,1.1,1769,19.3,0.14,0.5,0.0,2,1,1
5300,102,48,20,20.3,95,0.8,1372,19.4,0.02,1.0,0.0,2,1,1
5301,102,95,21,20.3,96,1.0,1007,19.6,0.0,1.5,0.0,2,1,1
5302,102,71,22,20.4,96,1.1,1641,19.7,0.0,0.5,0.0,2,1,1
5303,102,40,23,20.4,96,0.6,1137,19.7,0.0,1.0,0.0,2,1,1
5304,114,29,0,20.4,97,0.3,183,19.9,0.0,5.5,0.0,2,1,1
5305,114,39,1,20.4,97,0.3,193,19.9,0.0,8.5,0.0,2,1,1
5306,114,84,2,20.5,98,0.5,596,20.1,0.0,6.5,0.0,2,1,1
5307,114,136,3,20.6,98,0.8,1986,20.2,0.0,0.5,0.0,2,1,1
5308,114,133,4,20.6,97,0.5,1989,20.1,0.0,0.0,0.0,2,1,1
5309,114,174,5,20.6,97,0.6,2000,20.1,0.0,0.0,0.0,2,1,1
5310,114,534,6,20.7,97,0.9,2000,20.2,0.02,0.0,0.0,2,1,1
5311,114,1209,7,21.1,95,0.4,2000,20.2,0.14,0.0,0.0,2,1,1
5312,114,2017,8,21.7,89,0.5,2000,19.8,0.31,0.0,0.0,2,1,1
5313,114,1061,9,22.3,86,1.0,2000,19.8,0.42,0.0,0.0,2,1,1
5314,114,768,10,22.6,85,0.9,1996,19.9,0.38,0.0,0.0,2,1,1
5315,114,909,11,23.2,82,1.1,1991,19.9,0.47,0.0,0.0,2,1,1
5316,114,1035,12,24.1,80,0.8,2000,20.4,0.72,0.0,0.0,2,1,1
5317,114,1074,13,25.2,77,1.2,1951,20.8,1.06,0.0,0.0,2,1,1
5318,114,1142,14,25.5,77,0.8,1957,21.1,0.75,0.0,0.0,2,1,1
5319,114,1169,15,25.7,77,0.5,1875,21.3,0.48,0.0,0.0,2,1,1
5320,114,1462,16,26.3,74,0.7,1580,21.2,0.52,0.0,0.0,2,1,1
5321,114,1603,17,26.5,76,1.0,1400,21.9,0.36,0.0,0.0,2,1,1
5322,114,1665,18,26.2,82,0.4,1408,22.8,0.21,0.0,0.0,2,1,1
5323,114,794,19,25.7,83,1.1,1011,22.5,0.08,0.5,0.0,2,1,1
5324,114,908,20,25.3,89,0.3,745,23.3,0.0,0.0,0.0,2,1,1
5325,114,1352,21,25.1,86,0.3,870,22.5,0.0,0.0,0.0,2,1,1
5326,114,971,22,25.0,86,0.5,796,22.4,0.0,0.0,0.0,2,1,1
5327,114,373,23,24.9,87,0.5,658,22.5,0.0,0.0,0.0,2,1,1
5328,126,240,0,24.6,96,0.7,308,23.9,0.0,0.5,0.0,2,1,1
5329,126,240,1,24.6,96,0.5,443,23.9,0.0,0.5,0.0,2,1,1
5330,126,236,2,24.5,96,0.5,476,23.8,0.0,0.0,0.0,2,1,1
5331,126,157,3,24.5,97,0.8,263,23.9,0.0,0.5,0.0,2,1,1
5332,126,71,4,24.5,97,1.0,317,23.9,0.0,0.0,0.0,2,1,1
5333,126,76,5,24.5,97,0.5,229,23.9,0.0,0.5,0.0,2,1,1
5334,126,187,6,24.5,97,0.1,290,23.9,0.0,0.5,0.0,2,1,1
5335,126,303,7,24.6,97,0.3,180,24.0,0.07,0.5,0.0,2,1,1
5336,126,827,8,25.1,97,0.8,490,24.5,0.26,0.0,0.0,2,1,1
5337,126,634,9,25.6,96,0.6,450,24.9,0.41,0.0,0.0,2,1,1
5338,126,581,10,26.3,91,0.6,749,24.7,0.63,0.5,0.0,2,1,1
5339,126,792,11,27.2,82,0.9,1093,23.8,0.93,0.0,0.0,2,1,1
5340,126,964,12,28.1,73,2.1,1326,22.7,0.87,0.0,0.0,2,1,1
5341,126,991,13,28.7,69,2.6,1546,22.4,1.02,0.0,0.0,2,1,1
5342,126,1052,14,29.2,67,2.8,1725,22.4,1.13,0.0,0.0,2,1,1
5343,126,1106,15,29.4,68,2.3,1525,22.8,1.29,0.0,0.0,2,1,1
5344,126,1344,16,28.7,70,3.2,1586,22.6,0.73,0.0,0.0,2,1,1
5345,126,1923,17,28.7,71,2.9,1666,22.9,0.71,0.0,0.0,2,1,1
5346,126,2931,18,28.4,75,2.4,1564,23.5,0.52,0.0,0.0,2,1,1
5347,126,2328,19,28.2,72,1.6,1745,22.6,0.13,0.0,0.0,2,1,1
5348,126,2048,20,27.7,76,1.8,1727,23.0,0.04,0.0,0.0,2,1,1
5349,126,1936,21,27.3,78,1.2,1606,23.1,0.0,0.0,0.0,2,1,1
5350,126,1870,22,27.1,79,1.2,1578,23.1,0.0,0.0,0.0,2,1,1
5351,126,1298,23,26.9,79,0.1,1541,22.9,0.0,0.0,0.0,2,1,1
5352,138,938,0,26.7,79,0.9,1590,22.7,0.0,0.0,0.0,2,1,1
5353,138,787,1,26.6,80,0.0,1485,22.8,0.0,0.0,0.0,2,1,1
5354,138,517,2,26.3,84,0.3,1361,23.3,0.0,0.0,0.0,2,1,1
5355,138,322,3,26.2,83,0.3,1294,23.0,0.0,0.0,0.0,2,1,1
5356,138,159,4,26.1,85,0.6,1081,23.3,0.0,0.0,0.0,2,1,1
5357,138,231,5,25.9,91,0.4,872,24.3,0.0,0.5,0.0,2,1,1
5358,138,593,6,25.6,93,1.1,852,24.3,0.01,0.0,0.0,2,1,1
5359,138,1279,7,25.9,87,1.7,834,23.5,0.26,0.0,0.0,2,1,1
5360,138,1811,8,26.3,84,2.1,973,23.3,0.48,0.0,0.0,2,1,1
5361,138,982,9,26.5,82,2.7,815,23.1,0.57,0.0,0.0,2,1,1
5362,138,746,10,26.7,88,1.6,802,24.5,0.89,0.5,0.0,2,1,1
5363,138,805,11,27.4,78,2.3,1164,23.2,1.11,0.0,0.0,2,1,1
5364,138,991,12,27.4,80,2.7,1083,23.6,0.97,0.0,0.0,2,1,1
5365,138,959,13,27.7,76,2.6,1258,23.0,1.0,0.0,0.0,2,1,1
5366,138,976,14,27.8,76,3.1,1517,23.1,1.0,0.0,0.0,2,1,1
5367,138,1163,15,28.0,76,2.3,1437,23.3,1.0,0.0,0.0,2,1,1
5368,138,1296,16,28.1,74,2.8,1559,23.0,1.06,0.0,0.0,2,1,1
5369,138,1915,17,27.9,75,2.5,1643,23.0,0.75,0.0,0.0,2,1,1
5370,138,3016,18,27.5,77,2.1,1897,23.0,0.46,0.0,0.0,2,1,1
5371,138,2313,19,27.4,78,1.1,1899,23.2,0.27,0.0,0.0,2,1,1
5372,138,2214,20,26.9,80,1.5,1806,23.1,0.09,0.0,0.0,2,1,1
5373,138,2115,21,26.3,81,0.8,1910,22.7,0.0,0.0,0.0,2,1,1
5374,138,1945,22,25.9,83,0.6,1827,22.7,0.0,0.0,0.0,2,1,1
5375,138,1355,23,25.5,84,0.8,1906,22.5,0.0,0.0,0.0,2,1,1
5376,150,1006,0,25.1,87,0.4,1800,22.7,0.0,0.0,0.0,2,1,1
5377,150,760,1,24.8,89,0.9,1555,22.8,0.0,0.0,0.0,2,1,1
5378,150,600,2,24.9,86,1.3,1469,22.3,0.0,0.0,0.0,2,1,1
5379,150,377,3,24.9,86,2.0,1079,22.3,0.0,0.0,0.0,2,1,1
5380,150,241,4,24.8,86,2.1,1103,22.2,0.0,0.0,0.0,2,1,1
5381,150,301,5,24.8,84,1.4,1303,21.9,0.0,0.0,0.0,2,1,1
5382,150,665,6,24.8,84,1.1,1426,21.9,0.0,0.0,0.0,2,1,1
5383,150,1321,7,25.0,83,1.0,1350,21.9,0.13,0.0,0.0,2,1,1
5384,150,2114,8,25.5,80,1.8,1402,21.7,0.37,0.0,0.0,2,1,1
5385,150,1240,9,26.6,73,2.2,1147,21.3,1.01,0.0,0.0,2,1,1
5386,150,836,10,27.4,70,2.4,1335,21.4,1.28,0.0,0.0,2,1,1
5387,150,887,11,27.5,70,2.4,1719,21.5,1.07,0.0,0.0,2,1,1
5388,150,1013,12,28.3,68,1.9,1546,21.8,1.35,0.0,0.0,2,1,1
5389,150,1046,13,28.9,68,2.8,1934,22.3,1.55,0.0,0.0,2,1,1
5390,150,999,14,29.5,62,2.7,1941,21.4,1.79,0.0,0.0,2,1,1
5391,150,1094,15,30.2,62,2.4,1806,22.1,1.91,0.0,0.0,2,1,1
5392,150,1291,16,30.0,67,2.0,1698,23.1,1.46,0.0,0.0,2,1,1
5393,150,1782,17,30.1,65,1.8,1923,22.7,1.36,0.0,0.0,2,1,1
5394,150,2884,18,30.8,60,2.5,1793,22.1,1.43,0.0,0.0,2,1,1
5395,150,2320,19,29.8,68,2.6,1749,23.2,0.81,0.0,0.0,2,1,1
5396,150,2069,20,28.2,76,2.2,1888,23.5,0.08,0.0,0.0,2,1,1
5397,150,1924,21,27.2,80,2.3,1870,23.4,0.0,0.0,0.0,2,1,1
5398,150,1879,22,26.7,82,1.3,1725,23.3,0.0,0.0,0.0,2,1,1
5399,150,1439,23,26.2,84,1.0,1646,23.2,0.0,0.0,0.0,2,1,1
5400,162,1169,0,25.7,85,0.4,1519,22.9,0.0,0.0,0.0,2,1,1
5401,162,1062,1,25.4,85,1.4,1663,22.6,0.0,0.0,0.0,2,1,1
5402,162,783,2,25.3,85,1.7,1594,22.5,0.0,0.0,0.0,2,1,1
5403,162,545,3,25.2,83,1.1,1835,22.0,0.0,0.0,0.0,2,1,1
5404,162,307,4,25.1,82,1.5,1336,21.8,0.0,0.0,0.0,2,1,1
5405,162,266,5,24.8,86,1.6,1170,22.2,0.0,0.0,0.0,2,1,1
5406,162,356,6,24.6,86,0.4,1119,22.0,0.02,0.0,0.0,2,1,1
5407,162,537,7,24.9,81,0.3,1289,21.4,0.24,0.0,0.0,2,1,1
5408,162,787,8,26.1,74,0.7,1254,21.0,0.87,0.0,0.0,2,1,1
5409,162,909,9,27.0,70,1.1,1393,21.0,1.15,0.0,0.0,2,1,1
5410,162,910,10,27.8,68,2.1,1490,21.3,1.29,0.0,0.0,2,1,1
5411,162,945,11,29.0,65,2.0,1642,21.7,2.22,0.0,0.0,2,1,1
5412,162,1039,12,30.2,58,2.3,1359,21.0,2.64,0.0,0.0,2,1,1
5413,162,1078,13,30.7,59,2.3,1534,21.7,2.67,0.0,0.0,2,1,1
5414,162,1038,14,30.7,59,2.9,1612,21.7,2.05,0.0,0.0,2,1,1
5415,162,1058,15,31.1,59,2.3,1929,22.1,2.34,0.0,0.0,2,1,1
5416,162,1177,16,31.7,55,2.3,1895,21.5,2.16,0.0,0.0,2,1,1
5417,162,1433,17,31.5,53,3.7,1974,20.7,2.02,0.0,0.0,2,1,1
5418,162,1624,18,31.1,55,2.2,1897,20.9,1.05,0.0,0.0,2,1,1
5419,162,1797,19,30.4,59,2.4,1972,21.4,0.69,0.0,0.0,2,1,1
5420,162,2023,20,29.2,63,1.7,1988,21.4,0.1,0.0,0.0,2,1,1
5421,162,2011,21,28.2,64,2.8,2000,20.7,0.0,0.0,0.0,2,1,1
5422,162,1682,22,27.6,70,2.7,1994,21.6,0.0,0.0,0.0,2,1,1
5423,162,1278,23,26.6,80,2.0,1527,22.8,0.0,0.0,0.0,2,1,1
5424,174,1143,0,26.0,82,1.9,1674,22.6,0.0,0.0,0.0,2,1,1
5425,174,868,1,25.5,83,2.3,1576,22.3,0.0,0.0,0.0,2,1,1
5426,174,632,2,25.1,85,1.1,1379,22.3,0.0,0.0,0.0,2,1,1
5427,174,443,3,24.8,86,0.2,1354,22.2,0.0,0.0,0.0,2,1,1
5428,174,278,4,24.6,86,0.1,1358,22.0,0.0,0.0,0.0,2,1,1
5429,174,223,5,24.5,85,0.7,1345,21.8,0.0,0.0,0.0,2,1,1
